sentence,sentiment,polarity,subjectivity,country
The political status of the territories has been the subject of negotiations between Israel and the PLO and of numerous statements and resolutions by the United Nations,"Sentiment(polarity=-0.05555555555555555, subjectivity=0.3111111111111111)",-0.055555556,0.311111111,Palestine
Hamas won a majority of seats in elections for the Palestinian Parliament in 2006 and formed a government in Ramallah for the entire PA largely shunned by the United States and Israel,"Sentiment(polarity=0.10714285714285714, subjectivity=0.5267857142857143)",0.107142857,0.526785714,Palestine
"Hamas should be given a clear choice, with a clear deadline: they either accept a new government that meets the Quartet principles, or they reject it","Sentiment(polarity=0.11212121212121214, subjectivity=0.4070707070707071)",0.112121212,0.407070707,Palestine
"Since the Battle of Gaza (2007), the administration of the territories has been contested by two rival factions of the Palestinian National Authority, with Hamas controlling the Gaza Strip and Fatah continuing to administer the West Bank","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Palestine
"During Operation Cast Lead the UN Security Council adopted Resolution 1860 (2009), which said that the Gaza Strip constitutes an integral part of the territory occupied in 1967 that will be a part of the Palestinian state","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Palestine
"On 15 December 2011, Iceland recognized Palestine as an independent and sovereign state within the pre-1967 Six-Day War borders; Össur Skarphéðinsson, Minister for Foreign Affairs of Iceland, and Dr","Sentiment(polarity=-0.0625, subjectivity=0.125)",-0.0625,0.125,Palestine
The 2014 Fatah–Hamas Gaza Agreement provided for elections and the formation of a compromise unity government,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Palestine
The international community regards the West Bank as territories occupied by Israel,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Palestine
A transfer of powers and responsibilities for the Gaza Strip and Jericho took place pursuant to the Israel–PLO 4 May 1994 Cairo Agreement on the Gaza Strip and the Jericho Area,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Palestine
The DOP provides that Israel will retain responsibility during the transitional period for external security and for internal security and public order of Israeli settlements and citizens,"Sentiment(polarity=0.0, subjectivity=0.05555555555555556)",0,0.055555556,Palestine
"In 2003, the Israeli government issued a plan for total withdrawal from the Gaza Strip and part of the northern West Bank by late 2005","Sentiment(polarity=-0.15, subjectivity=0.675)",-0.15,0.675,Palestine
"In August 2005, the Israel Defense Forces and Israeli police forcibly removed all settlers from the Gaza Strip","Sentiment(polarity=0.5, subjectivity=1.0)",0.5,1,Palestine
The International Criminal Court (ICC) is an independent international treaty organisation with its own legislative assembly,"Sentiment(polarity=0.039999999999999994, subjectivity=0.335)",0.04,0.335,Palestine
"In January 2010, King Abdullah of Jordan, after a meeting with the Israeli president Shimon Peres at the World Economic Forum in Davos, declared that his country does not want to rule the West Bank and that ""the two-state solution"" to the Israeli–Palestinian conflict was the only viable option","Sentiment(polarity=0.1, subjectivity=0.6)",0.1,0.6,Palestine
"On Thursday, 29 November 2012, In a 138–9 vote (with 41 abstaining) General Assembly resolution 67/19 passed, upgrading Palestine to ""non-member observer state"" status in the United Nations","Sentiment(polarity=0.05000000000000002, subjectivity=0.5)",0.05,0.5,Palestine
"Customary international law, including the International Court of Justice's interpretation of the Fourth Geneva Convention in their July 2004 ruling, has been widely interpreted as prohibiting Israel from building settlements, due to its clauses prohibiting the transfer of a civilian population into an occupied territory","Sentiment(polarity=-0.045, subjectivity=0.155)",-0.045,0.155,Palestine
"The UN has, after granting Palestine observer state status, permitted Palestine to title its representative office to the UN as 'The Permanent Observer Mission of the State of Palestine to the United Nations',[98] seen by many as a reflexion of the UN's de facto recognition of the State of Palestine's sovereignty,[87] and Palestine has started to re-title its name accordingly on postal stamps, official documents and passports","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,Palestine
Critics point out that implementation of the Oslo Accords has not improved conditions for the population under occupation,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Palestine
"Israel's position has not been accepted by most countries and international bodies, and the West Bank (including East Jerusalem) and the Gaza Strip are referred to as occupied territories (with Israel as the occupying power) by most international legal and political bodies,[105] the rest of the Arab bloc, the UK,[106] including the EU, the United States,[107][108] both the General Assembly and Security Council of the United Nations,[105] the International Court of Justice, the Conference of High Contracting Parties to the Fourth Geneva Convention,[109] and the Israeli Supreme Court (see Israeli West Bank barrier)","Sentiment(polarity=0.141, subjectivity=0.23399999999999999)",0.141,0.234,Palestine
Former U,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Palestine
"Both US President Bill Clinton and UK Prime Minister Tony Blair, who played notable roles in attempts at mediation, noted the need for some territorial and diplomatic compromise on this issue, based on the validity of some of the claims of both sides","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,Palestine
"During the period between the 1993 Oslo Accords and the Second Intifada beginning in 2000, Israeli officials claimed that the term ""occupation"" did not accurately reflect the state of affairs in the territories","Sentiment(polarity=-0.10000000000000002, subjectivity=0.3166666666666667)",-0.1,0.316666667,Palestine
"In the summer of 2005, Israel implemented its unilateral disengagement plan; about 8500 Israeli citizens living in the Gaza Strip were forcibly removed from the territory; some received alternative homes and a sum of money","Sentiment(polarity=0.0, subjectivity=0.85)",0,0.85,Palestine
"In January 2010, King Abdullah of Jordan, after a meeting with the Israeli president Shimon Peres at the World Economic Forum in Davos, declared that his country does not want to rule the West Bank and that ""the two-state solution"" to the Israeli–Palestinian conflict was the only viable option","Sentiment(polarity=0.1, subjectivity=0.6)",0.1,0.6,Palestine
"In December 2010, Brazil recognized Palestine as a state with its 1967 borders","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Palestine
The Palestinian Central Bureau of Statistics (PCBS) estimated Palestinians at mid year 2009 as 10,"Sentiment(polarity=0.0, subjectivity=0.125)",0,0.125,Palestine
"According to The Guardian (2008) the Palestinian territories have one of the fastest growing populations in the world, with numbers surging 30% in the past decade (2008)","Sentiment(polarity=-0.25, subjectivity=0.25)",-0.25,0.25,Palestine
According to the U,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Palestine
"According to the UN (2010), the Palestinian population was 4","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Palestine
The overwhelming majority of Palestinians are Muslims,"Sentiment(polarity=0.5, subjectivity=1.0)",0.5,1,Palestine
Arabic is the official language within the Palestinian Authority,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Palestine
"The PCBS estimated that about 564,000 Israeli settlers lived in the West Bank in 2012","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Palestine
"Consistent with its policy of Jerusalem as a united and indivisible capital of Israel, Israel does not publish exact figures of the number of settlers in East Jerusalem","Sentiment(polarity=0.25, subjectivity=0.25)",0.25,0.25,Palestine
The Constitution of the League of Arab States says the existence and independence of Palestine cannot be questioned de jure even though the outward signs of this independence have remained veiled as a result of force majeure,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Palestine
"By the 1988 declaration, the PNC empowered its central council to form a government-in-exile when appropriate, and called upon its executive committee to perform the duties of the government-in-exile until its establishment","Sentiment(polarity=0.25, subjectivity=0.375)",0.25,0.375,Palestine
"Under the terms of the Oslo Accords signed between Israel and the PLO, the latter assumed control over the Jericho area of the West Bank and the Gaza Strip on 17 May 1994","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Palestine
"An analysis outlining the relationship between the PLO, the PNA (PA), Palestine and Israel in light of the interim arrangements set out in the Oslo Accords begins by stating that, ""Palestine may best be described as a transitional association between the PA and the PLO","Sentiment(polarity=0.7, subjectivity=0.5)",0.7,0.5,Palestine
"Since the Battle of Gaza (2007), the two separate territories, the Gaza Strip and the West Bank, are divided into a Hamas leadership in the Gaza Strip and a Fatah civil leadership in the autonomous areas of the West Bank","Sentiment(polarity=0.4, subjectivity=0.7)",0.4,0.7,Palestine
"After the signing of the Oslo Accords, the Palestinian territories were divided 16 governorates under the jurisdiction of the Palestinian National Authority","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Palestine
"The Oslo II Accord created three temporary distinct administrative divisions in the Palestinian territories, the Areas A, B and C, until a final status accord would be established","Sentiment(polarity=0.15, subjectivity=0.65)",0.15,0.65,Palestine
"In 1922, after the collapse of the Ottoman Empire that ruled Greater Syria for four centuries (1517–1917), the British Mandate for Palestine was established","Sentiment(polarity=0.25, subjectivity=0.25)",0.25,0.25,Palestine
"The 1947 United Nations Partition Plan proposed a division of Mandate Palestine between an Arab and a Jewish state, with Jerusalem and the surrounding area to be a corpus separatum under a special international regime","Sentiment(polarity=0.11904761904761905, subjectivity=0.19047619047619047)",0.119047619,0.19047619,Palestine
The Partition Plan was passed by the UN General Assembly in November 1947,"Sentiment(polarity=0.05000000000000002, subjectivity=0.5)",0.05,0.5,Palestine
"After the war, which Palestinians call the Nakba, the 1949 Armistice Agreements established the separation lines between the combatants, leaving Israel in control of some of the areas designated for the Arab state under the Partition Plan, Transjordan in control of the West Bank, including East Jerusalem, Egypt in control of the Gaza Strip and Syria in control of the Himmah Area","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Palestine
"In 1950, Jordan annexed the West Bank","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Palestine
"Article 24 of the Palestinian National Covenant of 1964, which established the Palestine Liberation Organization,[156] stated: ""This Organization does not exercise any territorial sovereignty over the West Bank in the Hashemite Kingdom of Jordan, on the Gaza Strip or in the Himmah Area"" (i","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Palestine
"Israel captured both territories in the 1967 Six-Day War, as well as other territory belonging to Egypt and Syria","Sentiment(polarity=-0.125, subjectivity=0.375)",-0.125,0.375,Palestine
"UN Security Council Resolution 242 introduced the ""Land for Peace"" formula for normalizing relations between Israel and its neighbors","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Palestine
The Oslo Accords of the early 1990s between the Palestine Liberation Organization and Israel led to the creation of the Palestinian Authority,"Sentiment(polarity=0.1, subjectivity=0.3)",0.1,0.3,Palestine
Coordinates: 31°53′N 35°12′E﻿ / ﻿31,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Palestine
