sentence,sentiment,polarity,subjectivity,country
"Between 700 and 680 BCE, the Kingdom of Awsan dominated Aden and its surroundings and challenged the Sabaean supremacy in the Arabian South","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"Evidence of Sabaean influence is found in northern Ethiopia, where the South Arabian alphabet, religion and pantheon, and the South Arabian style of art and architecture were introduced","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"By the third century BCE, Qataban, Hadramout, and Ma'in became independent from Saba and established themselves in the Yemeni arena","Sentiment(polarity=0.0, subjectivity=0.0625)",0,0.0625,Yemen
The Romans had a vague and contradictory geographical knowledge about Arabia Felix or Yemen,"Sentiment(polarity=-0.5, subjectivity=0.5)",-0.5,0.5,Yemen
"After the Roman expedition – perhaps earlier – the country fell into chaos, and two clans, namely Hamdan and Himyar, claimed kingship, assuming the title King of Sheba and Dhu Raydan","Sentiment(polarity=0.0, subjectivity=0.5)",0,0.5,Yemen
The Himyarite annexed Sana'a from Hamdan around 100 CE,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"In 354 CE, Roman Emperor Constantius II sent an embassy headed by Theophilos the Indian to convert the Himyarites to Christianity","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"According to Islamic traditions, King As'ad the Perfect mounted a military expedition to support the Jews of Yathrib","Sentiment(polarity=0.45, subjectivity=0.55)",0.45,0.55,Yemen
"After the death of Ma'adikarib Ya'fur around 521 CE, a Himyarite Jewish warlord named Yousef Asar Yathar rose to power with the honorary title of Yathar (meaning, ""to avenge"")","Sentiment(polarity=0.3, subjectivity=0.475)",0.3,0.475,Yemen
"Yousef or Dhu Nuwas (the one with sidelocks) as known in Arabic literature, believed that Christians in Yemen were a fifth column","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"Esimiphaios was a local Christian lord, mentioned in an inscription celebrating the burning of an ancient Sabaean palace in Marib to build a church on its ruins","Sentiment(polarity=-0.049999999999999996, subjectivity=0.06666666666666667)",-0.05,0.066666667,Yemen
Emperor Justinian I sent an embassy to Yemen,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
A Kendite prince called Yazid bin Kabshat rebelled against Abraha and his Arab Christian allies,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
Muhammed sent his cousin Ali to Sana'a and its surroundings around 630 CE,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"Major tribes, including Himyar, sent delegations to Medina during the ""year of delegations"" around 630–631 CE","Sentiment(polarity=0.0625, subjectivity=0.5)",0.0625,0.5,Yemen
Yemen was stable during the Rashidun Caliphate,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
Several emirates led by people of Yemeni descent were established in North Africa and Andalusia,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
Muhammad ibn Abdullah ibn Ziyad founded the Ziyadid dynasty in Tihama around 818 CE,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"The first Zaidi imam, Yahya ibn al-Husayn, arrived in Yemen in 893 CE","Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.333333333,Yemen
Yahya established his influence in Saada and Najran,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"The Yufirid emir Abdullah ibn Qahtan attacked and burned Zabid in 989, severely weakening the Ziyadid dynasty","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"The Sulayhid dynasty was founded in the northern highlands around 1040; at the time, Yemen was ruled by different local dynasties","Sentiment(polarity=0.0, subjectivity=0.3)",0,0.3,Yemen
"By 1063, Ali had subjugated Greater Yemen","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,Yemen
Ali al-Sulayhi was killed by Najah's sons on his way to Mecca in 1084,"Sentiment(polarity=-0.2, subjectivity=0.0)",-0.2,0,Yemen
"Arwa al-Sulayhi is still remembered as a great and much-loved sovereign, as attested in Yemeni historiography, literature, and popular lore, where she is referred to as Balqis al-sughra (""the junior queen of Sheba"")","Sentiment(polarity=0.7, subjectivity=0.825)",0.7,0.825,Yemen
"Turan Shah conquered Zabid from the Mahdids in May 1174, then marched toward Aden in June and captured it from the Zurayids","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
The Ayyubids failed to capture the Zaydis stronghold in northern Yemen,"Sentiment(polarity=-0.5, subjectivity=0.3)",-0.5,0.3,Yemen
Abdullah bin Hamza carried on the struggle against the Ayyubid until his death in 1217,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"The Rasulid Dynasty was established in 1229 by Umar ibn Rasul, who was appointed deputy governor by the Ayyubids in 1223","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"Umar first established himself at Zabid, then moved into the mountainous interior, taking the important highland centre Sana'a","Sentiment(polarity=0.325, subjectivity=0.6666666666666666)",0.325,0.666666667,Yemen
"
After the fall of Baghdad to the Mongols in 1258, al-Muzaffar Yusuf I appropriated the title of caliph","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"The greatest king of Yemen, the Muawiyah of the time, has died","Sentiment(polarity=1.0, subjectivity=1.0)",1,1,Yemen
The Rasulid state nurtured Yemen's commercial links with India and the Far East,"Sentiment(polarity=0.05, subjectivity=0.5)",0.05,0.5,Yemen
"The Rasulid sultans built numerous Madrasas to solidify the Shafi'i school of thought, which is still the dominant school of jurisprudence amongst Yemenis today","Sentiment(polarity=0.0, subjectivity=0.5)",0,0.5,Yemen
The dynasty is regarded as the greatest native Yemeni state since the fall of the pre-Islamic Himyarite Kingdom,"Sentiment(polarity=1.0, subjectivity=1.0)",1,1,Yemen
They had a difficult relationship with the Mamluks of Egypt because the latter considered them a vassal state,"Sentiment(polarity=-0.25, subjectivity=0.5)",-0.25,0.5,Yemen
The Tahirids were a local clan based in Rada'a,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
The Tahiride were too weak either to contain the Zaydi imams or to defend themselves against foreign attacks,"Sentiment(polarity=-0.25, subjectivity=0.375)",-0.25,0.375,Yemen
The Portuguese posed an immediate threat to the Indian Ocean trade,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"Realizing how rich the Tahiride realm was, they decided to conquer it","Sentiment(polarity=0.375, subjectivity=0.75)",0.375,0.75,Yemen
"
The Ottomans had two fundamental interests to safeguard in Yemen: The Islamic holy cities of Mecca and Medina, and the trade route with India in spices and textiles—both threatened, and the latter virtually eclipsed, by the arrival of the Portuguese in the Indian Ocean and the Red Sea in the early 16th century","Sentiment(polarity=0.03333333333333333, subjectivity=0.09999999999999999)",0.033333333,0.1,Yemen
"Yemen is a land with no lord, an empty province","Sentiment(polarity=-0.1, subjectivity=0.5)",-0.1,0.5,Yemen
"
Imam al-Mutawakkil Yahya Sharaf ad-Din ruled over the northern highlands including Sana'a, while Aden was held by the last Tahiride Sultan 'Amir ibn Dauod","Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0,0.066666667,Yemen
We have seen no foundry like Yemen for our soldiers,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"The Ottomans sent yet another expeditionary force to Zabid in 1547, while Imam al-Mutawakkil Yahya Sharaf ad-Din was ruling the highlands independently","Sentiment(polarity=0.0, subjectivity=0.125)",0,0.125,Yemen
"Unlike Özdemir's brief but able leadership, Mahmud Pasha was described by other Ottoman officials as a corrupt and unscrupulous governor","Sentiment(polarity=-0.03125, subjectivity=0.5833333333333333)",-0.03125,0.583333333,Yemen
"Lala Kara Mustafa Pasha, the Ottoman governor of Syria, was ordered by Selim II to suppress the Yemeni rebels","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"The Zaydi tribesmen in the northern highlands particularly those of Hashid and Bakil, were ever the Turkish bugbear in all Arabia","Sentiment(polarity=0.16666666666666666, subjectivity=0.3333333333333333)",0.166666667,0.333333333,Yemen
"In 1632, Al-Mu'ayyad Muhammad sent an expeditionary force of 1,000 men to conquer Mecca","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"During that period, Yemen was the sole coffee producer in the world","Sentiment(polarity=0.0, subjectivity=0.25)",0,0.25,Yemen
The British were looking for a coal depot to service their steamers en route to India,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
Haines bombarded Aden from his warship in January 1839,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"The British government concluded ""protection and friendship"" treaties with nine tribes surrounding Aden, whereas they would remain independent from British interference in their affairs as long as they do not conclude treaties with foreigners (non-Arab colonial powers)","Sentiment(polarity=-0.0125, subjectivity=0.13125)",-0.0125,0.13125,Yemen
The Ottomans were concerned about the British expansion from India to the Red Sea and Arabia,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
The Ottomans learned from their previous experience and worked on the disempowerment of local lords in the highland regions,"Sentiment(polarity=-0.08333333333333333, subjectivity=0.08333333333333333)",-0.083333333,0.083333333,Yemen
The tribal chiefs were difficult to appease and an endless cycle of violence curbed Ottoman efforts to pacify the land,"Sentiment(polarity=-0.3125, subjectivity=0.875)",-0.3125,0.875,Yemen
Imam Yahya hamid ed-Din al-Mutawakkil was ruling the northern highlands independently from 1911,"Sentiment(polarity=0.0, subjectivity=0.125)",0,0.125,Yemen
"In 1925, Imam Yahya captured al-Hudaydah from the Idrisids","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
The Italian Empire was the first to recognize Imam Yahya as the King of Yemen in 1926,"Sentiment(polarity=0.125, subjectivity=0.16666666666666666)",0.125,0.166666667,Yemen
"Starting in 1890, hundreds of Yemeni people from Hajz, Al-Baetha, and Taiz migrated to Aden to work at ports, and as laborers","Sentiment(polarity=0.0, subjectivity=0.1)",0,0.1,Yemen
The Colony of Aden was divided into an eastern colony and a western colony,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
The North Yemen Civil War inspired many in the south to rise against the British rule,"Sentiment(polarity=0.25, subjectivity=0.25)",0.25,0.25,Yemen
Arab nationalism made an impact in some circles who opposed the lack of modernization efforts in the Mutawakkilite monarchy,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"The revolution in the north coincided with the Aden Emergency, which hastened the end of British rule in the south","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
Relations between the two Yemeni states fluctuated between peaceful and hostile,"Sentiment(polarity=0.25, subjectivity=0.5)",0.25,0.5,Yemen
"In 1979, fresh fighting between the two states resumed and efforts were renewed to bring about unification","Sentiment(polarity=0.3, subjectivity=0.5)",0.3,0.5,Yemen
Thousands were killed in 1986 in the South Yemen Civil War,"Sentiment(polarity=-0.2, subjectivity=0.0)",-0.2,0,Yemen
"
","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"In 1990, the two governments reached a full agreement on the joint governing of Yemen, and the countries were merged on 22 May 1990, with Saleh as President","Sentiment(polarity=0.35, subjectivity=0.55)",0.35,0.55,Yemen
"After the invasion of Kuwait crisis in 1990, Yemen's president opposed military intervention from non-Arab states","Sentiment(polarity=-0.1, subjectivity=0.1)",-0.1,0.1,Yemen
"In the absence of strong state institutions, elite politics in Yemen constituted a de facto form of collaborative governance, where competing tribal, regional, religious, and political interests agreed to hold themselves in check through tacit acceptance of the balance it produced","Sentiment(polarity=0.10520833333333332, subjectivity=0.2708333333333333)",0.105208333,0.270833333,Yemen
"Following food riots in major towns in 1992, a new coalition government made up of the ruling parties from both the former Yemeni states was formed in 1993","Sentiment(polarity=0.04971590909090909, subjectivity=0.2636363636363636)",0.049715909,0.263636364,Yemen
"An accord between northern and southern leaders was signed in Amman, Jordan on 20 February 1994, but this could not stop the civil war","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"Ali Abdullah Saleh became Yemen's first directly elected president in the 1999 presidential election, winning 96","Sentiment(polarity=0.2833333333333333, subjectivity=0.49444444444444446)",0.283333333,0.494444444,Yemen
"In October 2000, 17 U","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"The Shia insurgency in Yemen began in June 2004 when dissident cleric Hussein Badreddin al-Houthi, head of the Zaidi Shia sect, launched an uprising against the Yemeni government","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"In 2005, at least 36 people were killed in clashes across the country between police and protesters over rising fuel prices","Sentiment(polarity=-0.25, subjectivity=0.2)",-0.25,0.2,Yemen
"In the 2006 presidential election, held on 20 September, Saleh won with 77","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
A suicide bomber killed eight Spanish tourists and two Yemenis in the province of Marib in July 2007,"Sentiment(polarity=-0.1, subjectivity=0.0)",-0.1,0,Yemen
"In January 2009, the Saudi Arabian and Yemeni al-Qaeda branches merged to form Al-Qaeda in the Arabian Peninsula, which is based in Yemen, and many of its members were Saudi nationals who had been released from Guantanamo Bay","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,Yemen
"The Yemeni army launched a fresh offensive against the Shia insurgents in 2009, assisted by Saudi forces","Sentiment(polarity=0.3, subjectivity=0.5)",0.3,0.5,Yemen
On orders from U,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
The U,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"In 2010, the Obama administration policy allowed targeting of people whose names are not known","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"As of 2015[update], Shi'a Houthis are fighting against the Islamic State,[249] Al Qaeda,[250] and Saudi Arabia","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"In  June 2019, the leader of ISIS in Yemen, Abu Osama al-Muhajir, was captured by the Saudi Arabian-led intervention in Yemen supported by the United States during a raid in the province of al-Mahra","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
The 2011 Yemeni revolution followed other Arab Spring mass protests in early 2011,"Sentiment(polarity=-0.012499999999999997, subjectivity=0.3375)",-0.0125,0.3375,Yemen
"In March 2011, police snipers opened fire on a pro-democracy camp in Sana'a, killing more than 50 people","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,Yemen
Hadi took office for a two-year term upon winning the uncontested presidential elections in February 2012,"Sentiment(polarity=0.5, subjectivity=0.75)",0.5,0.75,Yemen
AQAP claimed responsibility for a February 2012 suicide attack on the presidential palace that killed 26 Republican Guards on the day that President Hadi was sworn in,"Sentiment(polarity=-0.2, subjectivity=0.0)",-0.2,0,Yemen
"By 2012, there has been a ""small contingent of U","Sentiment(polarity=-0.175, subjectivity=0.5)",-0.175,0.5,Yemen
"The central government in Sana'a remained weak, staving off challenges from southern separatists and Shia rebels as well as AQAP","Sentiment(polarity=-0.125, subjectivity=0.2916666666666667)",-0.125,0.291666667,Yemen
"Hadi managed to flee from Sana'a to Aden, his hometown and stronghold in the south, on 21 February 2015","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"More than 50,000 children in Yemen died from starvation in 2017","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,Yemen
"Yemen is in Western Asia, in the southern part of the Arabian Peninsula,[274] bordering the Arabian Sea, Gulf of Aden, and the Red Sea","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"A number of Red Sea islands, including the Hanish Islands, Kamaran, and Perim, as well as Socotra in the Arabian Sea, belong to Yemen; the largest of these is Socotra","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"Yemen can be divided geographically into four main regions: the coastal plains in the west, the western highlands, the eastern highlands, and the Rub' al Khali in the east","Sentiment(polarity=0.08333333333333333, subjectivity=0.16666666666666666)",0.083333333,0.166666667,Yemen
"The central highlands are an extensive high plateau over 2,000 m (6,562 ft) in elevation","Sentiment(polarity=0.05333333333333334, subjectivity=0.37444444444444436)",0.053333333,0.374444444,Yemen
"Yemen's portion of the Rub al Khali desert in the east is much lower, generally below 1,000 m (3,281 ft), and receives almost no rain","Sentiment(polarity=0.125, subjectivity=0.35)",0.125,0.35,Yemen
"The flora of Yemen is a mixture of the tropical African, Sudanian plant geographical region and the Saharo-Arabian region","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"Among the fauna, the Arabian leopard, which would inhabit the mountains, is considered rare here","Sentiment(polarity=0.3, subjectivity=0.9)",0.3,0.9,Yemen
Yemen is a republic with a bicameral legislature,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
The 1991 constitution provides that the president be elected by popular vote from at least two candidates endorsed by at least 15 members of the Parliament,"Sentiment(polarity=0.0, subjectivity=0.5666666666666668)",0,0.566666667,Yemen
President Ali Abdullah Saleh became the first elected President in reunified Yemen in 1999 (though he had been President of unified Yemen since 1990 and president of North Yemen since 1978),"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.333333333,Yemen
The constitution calls for an independent judiciary,"Sentiment(polarity=0.0, subjectivity=0.125)",0,0.125,Yemen
The geography and ruling imams of North Yemen kept the country isolated from foreign influence before 1962,"Sentiment(polarity=-0.125, subjectivity=0.125)",-0.125,0.125,Yemen
The Soviet and Chinese Aid Missions established in 1958 and 1959 were the first important non-Muslim presences in North Yemen,"Sentiment(polarity=0.21666666666666667, subjectivity=0.4444444444444444)",0.216666667,0.444444444,Yemen
"In February 1989, North Yemen joined Iraq, Jordan, and Egypt in forming the Arab Cooperation Council (ACC), an organization created partly in response to the founding of the Gulf Cooperation Council and intended to foster closer economic cooperation and integration among its members","Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2,Yemen
"Yemen is a member of the United Nations, the Arab League, and the Organisation of Islamic Cooperation, and also participates in the nonaligned movement","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"Since the end of the 1994 civil war, tangible progress has been made on the diplomatic front in restoring normal relations with Yemen's neighbors","Sentiment(polarity=0.15, subjectivity=0.6499999999999999)",0.15,0.65,Yemen
"The government and its security forces, often considered to suffer from rampant corruption,[290] have been responsible for torture, inhumane treatment, and extrajudicial executions","Sentiment(polarity=-0.35, subjectivity=0.7250000000000001)",-0.35,0.725,Yemen
"Since the start of the Shia insurgency, many people accused of supporting al-Houthi have been arrested and held without charge or trial","Sentiment(polarity=0.375, subjectivity=0.375)",0.375,0.375,Yemen
The U,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
Yemen is ranked last of 135 countries in the 2012 Global Gender Gap Report,"Sentiment(polarity=0.0, subjectivity=0.03333333333333333)",0,0.033333333,Yemen
"The United States Department of State 2013 Trafficking in Persons report classified Yemen as a Tier 3 country,[300] meaning that its government does not fully comply with the minimum standards against human trafficking and is not making significant efforts to do so","Sentiment(polarity=0.1875, subjectivity=0.4875)",0.1875,0.4875,Yemen
"Yemen officially abolished slavery in 1962,[302] but it is still being practiced","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"The armed forces of Yemen include the Yemen Army (includes Republican Guard), Navy (includes Marines), Yemeni Air Force (Al Quwwat al Jawwiya al Yamaniya; includes Air Defense Force)","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"The number of military personnel in Yemen is relatively high; in sum, Yemen has the second largest military force on the Arabian Peninsula after Saudi Arabia","Sentiment(polarity=-0.010000000000000002, subjectivity=0.18499999999999997)",-0.01,0.185,Yemen
"As of the end of 2004, Yemen was divided into twenty governorates (muhafazat – the latest being Raymah Governorate, which was created during 2004) plus one municipality called ""Amanat Al-Asemah"" (the latter containing the constitutional capital, Sana'a)","Sentiment(polarity=0.25, subjectivity=0.45)",0.25,0.45,Yemen
"In 2014, a constitutional panel decided to divide the country into six regions—four in the north, two in the south, and capital Sana'a outside of any region—creating a federalist model of governance","Sentiment(polarity=0.0, subjectivity=0.05)",0,0.05,Yemen
Yemen as of 2013[update] had a GDP (PPP) of US$61,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"Principal agricultural commodities produced in the nation include grain, vegetables, fruits, pulses, qat, coffee, cotton, dairy products, fish, livestock (sheep, goats, cattle, camels), and poultry","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
Most Yemenis are employed in agriculture,"Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,Yemen
"Yemen's industrial sector is centred on crude oil production and petroleum refining, food processing, handicrafts, small-scale production of cotton textiles and leather goods, aluminum products, commercial ship repair, cement, and natural gas production","Sentiment(polarity=-0.19999999999999998, subjectivity=0.4666666666666666)",-0.2,0.466666667,Yemen
The labor force was seven million workers in 2013,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"As of 2013[update], exports from Yemen totaled $6","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"As of 2013[update], the Yemeni government's budget consisted of $7","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"Beginning in the mid-1950s, the Soviet Union and China provided large-scale assistance","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"Since the conclusion of the war, the government made an agreement with the International Monetary Fund (IMF) to implement a structural adjustment program","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"In early 1995, the government of Yemen launched an economic, financial, and administrative reform program (EFARP) with the support of the World Bank and the IMF, as well as international donors","Sentiment(polarity=0.07500000000000001, subjectivity=0.125)",0.075,0.125,Yemen
"A key challenge is severe water scarcity, especially in the Highlands, prompting The Times to write ""Yemen could become first nation to run out of water","Sentiment(polarity=0.08333333333333333, subjectivity=0.7777777777777778)",0.083333333,0.777777778,Yemen
"The average Yemeni has access to only 140 cubic meters of water per year (101 gallons per day) for all uses, while the Middle Eastern average is 1000 m3/yr, and the internationally defined threshold for water stress is 1700 cubic meters per year","Sentiment(polarity=-0.06, subjectivity=0.36)",-0.06,0.36,Yemen
"Even before the revolution, Yemen's water situation had been described as increasingly dire by experts who worried that Yemen would be the first country to run out of water","Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.333333333,Yemen
"Due to the 2015 Yemeni Civil War, the situation is increasingly dire","Sentiment(polarity=-0.125, subjectivity=0.375)",-0.125,0.375,Yemen
"Yemen's population is 28 million by 2018 estimates,[1][2] with 46% of the population being under 15 years old and 2","Sentiment(polarity=0.1, subjectivity=0.2)",0.1,0.2,Yemen
"Yemeni ethnic groups are predominantly Arabs, followed by Afro-Arabs, South Asians and Europeans","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
Yemenite Jews once formed a sizable minority in Yemen with a distinct culture from other Jewish communities in the world,"Sentiment(polarity=0.05833333333333333, subjectivity=0.225)",0.058333333,0.225,Yemen
"Most of the prominent Indonesians, Malaysians, and Singaporeans of Arab descent are Hadhrami people with origins in southern Yemen in the Hadramawt coastal region","Sentiment(polarity=0.3333333333333333, subjectivity=0.5)",0.333333333,0.5,Yemen
The Maqil were a collection of Arab Bedouin tribes of Yemeni origin who migrated westwards via Egypt,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
Yemen is the only country in the Arabian Peninsula that is signatory to two international accords dating back to 1951 and 1967 governing the protection of refugees,"Sentiment(polarity=0.0, subjectivity=0.3333333333333333)",0,0.333333333,Yemen
"The Yemeni diaspora is largely concentrated in neighbouring Saudi Arabia, where between 800,000 and 1 million Yemenis reside,[343] and the United Kingdom, home to between 70,000 and 80,000 Yemenis","Sentiment(polarity=0.21428571428571427, subjectivity=0.42857142857142855)",0.214285714,0.428571429,Yemen
"Modern Standard Arabic is the official language of Yemen, while Yemeni Arabic is used as the vernacular","Sentiment(polarity=0.1, subjectivity=0.15)",0.1,0.15,Yemen
Yemen is part of the homeland of the South Semitic languages,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
Yemen was also home of the Old South Arabian languages,"Sentiment(polarity=0.1, subjectivity=0.2)",0.1,0.2,Yemen
"English is the most important foreign language, being widely taught and spoken mostly in the south, a former British colony","Sentiment(polarity=0.146875, subjectivity=0.315625)",0.146875,0.315625,Yemen
"Religion in Yemen consists primarily of two principal Islamic religious groups: About 55% of the Muslim population is Sunni and 45% is Shia, according to the International Religious Freedom Report","Sentiment(polarity=0.1, subjectivity=0.25)",0.1,0.25,Yemen
The Sunnis are predominantly in the south and southeast,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
"Estimates of the number of Christians in Yemen range from 25,000[356] to 41,000","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
There are approximately 50 Jews left in Yemen,"Sentiment(polarity=-0.2, subjectivity=0.3)",-0.2,0.3,Yemen
"According to WIN/Gallup International polls, Yemen has the most religious population among Arab countries and it is one of the most religious population world-wide","Sentiment(polarity=0.2, subjectivity=0.3)",0.2,0.3,Yemen
"Yemen is a culturally rich country with influence from many civilizations, such as the early civilization of Saba'","Sentiment(polarity=0.24375, subjectivity=0.5125)",0.24375,0.5125,Yemen
Radio broadcasting in Yemen began in the 1940s when it was still divided into the South by the British and the North by the Imami ruling system,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Yemen
Television is the most significant media platform in Yemen,"Sentiment(polarity=0.4375, subjectivity=0.6875)",0.4375,0.6875,Yemen
The Yemeni film industry is in its early stages; only two Yemeni films have been released as of 2008[update],"Sentiment(polarity=0.05, subjectivity=0.65)",0.05,0.65,Yemen
" The history of Yemeni theatre dates back at least a century, to the early 1900s","Sentiment(polarity=-0.06666666666666667, subjectivity=0.2333333333333333)",-0.066666667,0.233333333,Yemen
Football is the most popular sport in Yemen,"Sentiment(polarity=0.55, subjectivity=0.7)",0.55,0.7,Yemen
