sentence,sentiment,polarity,subjectivity,country
"The flood was still rising, and in 1057, the Arabs spread on the high plains of Constantine where they gradually choked Qalaa of Banu Hammad, as they had done in Kairouan a few decades ago","Sentiment(polarity=-0.020000000000000004, subjectivity=0.31999999999999995)",-0.02,0.32,Algeria
"In the early 16th century, Spain constructed fortified outposts (presidios) on or near the Algerian coast","Sentiment(polarity=0.1, subjectivity=0.35)",0.1,0.35,Algeria
The region of Algeria was partially ruled by Ottomans for three centuries from 1516 to 1830,"Sentiment(polarity=-0.1, subjectivity=0.3)",-0.1,0.3,Algeria
"The next beylerbey was Hayreddin's son Hasan, who assumed the position in 1544","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
Plague had repeatedly struck the cities of North Africa,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"In 1671, the taifa rebelled, killed the agha, and placed one of its own in power","Sentiment(polarity=0.19999999999999998, subjectivity=0.5)",0.2,0.5,Algeria
The dey was in effect a constitutional autocrat,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
The Barbary pirates preyed on Christian and other non-Islamic shipping in the western Mediterranean Sea,"Sentiment(polarity=-0.041666666666666664, subjectivity=0.125)",-0.041666667,0.125,Algeria
"In July 1627 two pirate ships from Algiers under the command of Dutch pirate Jan Janszoon sailed as far as Iceland,[45] raiding and capturing slaves","Sentiment(polarity=0.1, subjectivity=1.0)",0.1,1,Algeria
"Barbary raids in the Mediterranean continued to attack Spanish merchant shipping, and as a result, the Spanish Navy bombarded Algiers in 1783 and 1784","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"In the 19th century, the pirates forged affiliations with Caribbean powers, paying a ""licence tax"" in exchange for safe harbour of their vessels","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,Algeria
Piracy on American vessels in the Mediterranean resulted in the United States initiating the First (1801–1805) and Second Barbary Wars (1815),"Sentiment(polarity=0.08333333333333333, subjectivity=0.1111111111111111)",0.083333333,0.111111111,Algeria
"Despite being removed from Algeria in the 19th century, Spain retained a presence in Morocco","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"Under the pretext of a slight to their consul, the French invaded and captured Algiers in 1830","Sentiment(polarity=-0.08333333333333333, subjectivity=0.08333333333333333)",-0.083333333,0.083333333,Algeria
"From 1848 until independence, France administered the whole Mediterranean region of Algeria as an integral part and département of the nation","Sentiment(polarity=0.2, subjectivity=0.4)",0.2,0.4,Algeria
During the late 19th and early 20th century; the European share was almost a fifth of the population,"Sentiment(polarity=-0.049999999999999996, subjectivity=0.22499999999999998)",-0.05,0.225,Algeria
"Gradually, dissatisfaction among the Muslim population, which lacked political and economic status in the colonial system, gave rise to demands for greater political autonomy and eventually independence from France","Sentiment(polarity=0.175, subjectivity=0.225)",0.175,0.225,Algeria
The war led to the death of hundreds of thousands of Algerians and hundreds of thousands of injuries,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"The war against French rule concluded in 1962, when Algeria gained complete independence following the March 1962 Evian agreements and the July 1962 self-determination referendum","Sentiment(polarity=0.03333333333333333, subjectivity=0.16666666666666666)",0.033333333,0.166666667,Algeria
"The number of European Pied-Noirs who fled Algeria totaled more than 900,000 between 1962 and 1964","Sentiment(polarity=0.25, subjectivity=0.25)",0.25,0.25,Algeria
Algeria's first president was the Front de Libération Nationale (FLN) leader Ahmed Ben Bella,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.333333333,Algeria
"In the 1960s and 1970s under President Houari Boumediene, Algeria pursued a program of industrialization within a state-controlled socialist economy","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"The Algerian economy became increasingly dependent on oil, leading to hardship when the price collapsed during the 1980s oil glut","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
In December 1991 the Islamic Salvation Front dominated the first of two rounds of legislative elections,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.333333333,Algeria
"Algeria held elections in 1999, considered biased by international observers and most opposition groups[76] which were won by President Abdelaziz Bouteflika","Sentiment(polarity=0.25, subjectivity=0.25)",0.25,0.25,Algeria
Bouteflika was re-elected in the April 2004 presidential election after campaigning on a programme of national reconciliation,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"In November 2008, the Algerian Constitution was amended following a vote in Parliament, removing the two-term limit on Presidential incumbents","Sentiment(polarity=0.0, subjectivity=0.1)",0,0.1,Algeria
"A continuing series of protests throughout the country started on 28 December 2010, inspired by similar protests across the Middle East and North Africa","Sentiment(polarity=0.0, subjectivity=0.2)",0,0.2,Algeria
"On 2 April 2019, Bouteflika resigned from the presidency","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"Since the 2011 breakup of Sudan, Algeria has been the largest country in Africa, and the Mediterranean Basin","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"Algeria lies mostly between latitudes 19° and 37°N (a small area is north of 37°N and south of 19°N), and longitudes 9°W and 12°E","Sentiment(polarity=0.125, subjectivity=0.45)",0.125,0.45,Algeria
"The Hoggar Mountains (Arabic: جبال هقار‎), also known as the Hoggar, are a highland region in central Sahara, southern Algeria","Sentiment(polarity=0.0, subjectivity=0.125)",0,0.125,Algeria
"In this region, midday desert temperatures can be hot year round","Sentiment(polarity=0.024999999999999994, subjectivity=0.625)",0.025,0.625,Algeria
"Rainfall is fairly plentiful along the coastal part of the Tell Atlas, ranging from 400 to 670 mm (15","Sentiment(polarity=0.7, subjectivity=0.9)",0.7,0.9,Algeria
"Farther inland, the rainfall is less plentiful","Sentiment(polarity=-0.16666666666666666, subjectivity=0.06666666666666667)",-0.166666667,0.066666667,Algeria
"The varied vegetation of Algeria includes coastal, mountainous and grassy desert-like regions which all support a wide range of wildlife","Sentiment(polarity=-0.1, subjectivity=0.4)",-0.1,0.4,Algeria
A variety of bird species makes the country an attraction for bird watchers,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"In the north, some of the native flora includes Macchia scrub, olive trees, oaks, cedars and other conifers","Sentiment(polarity=-0.125, subjectivity=0.375)",-0.125,0.375,Algeria
"Camels are used extensively; the desert also abounds with venomous and nonvenomous snakes, scorpions, and numerous insects","Sentiment(polarity=0.0, subjectivity=0.41666666666666663)",0,0.416666667,Algeria
Elected politicians have relatively little sway over Algeria,"Sentiment(polarity=-0.1875, subjectivity=0.5)",-0.1875,0.5,Algeria
"The head of state is the President of Algeria, who is elected for a five-year term","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"The Algerian parliament is bicameral; the lower house, the People's National Assembly, has 462 members who are directly elected for five-year terms, while the upper house, the Council of the Nation, has 144 members serving six-year terms, of which 96 members are chosen by local assemblies and 48 are appointed by the president","Sentiment(polarity=0.03333333333333333, subjectivity=0.13333333333333333)",0.033333333,0.133333333,Algeria
"Parliamentary elections were last held in May 2012, and were judged to be largely free by international monitors, though local groups alleged fraud and irregularities","Sentiment(polarity=0.06000000000000001, subjectivity=0.19333333333333333)",0.06,0.193333333,Algeria
Algeria is included in the European Union's European Neighbourhood Policy (ENP) which aims at bringing the EU and its neighbours closer,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"In 2009, the French government agreed to compensate victims of nuclear tests in Algeria","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"Tensions between Algeria and Morocco in relation to the Western Sahara have been an obstacle to tightening the Arab Maghreb Union, nominally established in 1989, but which has carried little practical weight","Sentiment(polarity=-0.09375, subjectivity=0.25)",-0.09375,0.25,Algeria
"The military of Algeria consists of the People's National Army (ANP), the Algerian National Navy (MRA), and the Algerian Air Force (QJJ), plus the Territorial Air Defence Forces","Sentiment(polarity=-0.1, subjectivity=0.1)",-0.1,0.1,Algeria
"Total military personnel include 147,000 active, 150,000 reserve, and 187,000 paramilitary staff (2008 estimate)","Sentiment(polarity=-0.07777777777777778, subjectivity=0.48333333333333334)",-0.077777778,0.483333333,Algeria
"In 2007, the Algerian Air Force signed a deal with Russia to purchase 49 MiG-29SMT and 6 MiG-29UBT at an estimated cost of $1","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"Algeria has been categorized by Freedom House as ""not free"" since it began publishing such ratings in 1972, with the exception of 1989, 1990, and 1991, when the country was labeled ""partly free","Sentiment(polarity=0.06666666666666667, subjectivity=0.7000000000000001)",0.066666667,0.7,Algeria
"Independent and autonomous trade unions face routine harassment from the government, with many leaders imprisoned and protests suppressed","Sentiment(polarity=0.3, subjectivity=0.44166666666666665)",0.3,0.441666667,Algeria
Homosexuality is illegal in Algeria,"Sentiment(polarity=-0.5, subjectivity=0.5)",-0.5,0.5,Algeria
"Algeria is divided into 48 provinces (wilayas), 553 districts (daïras) and 1,541 municipalities (baladiyahs)","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
The administrative divisions have changed several times since independence,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"
","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
Algeria is classified as an upper middle income country by the World Bank,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
Algeria has struggled to develop industries outside hydrocarbons in part because of high costs and an inert state bureaucracy,"Sentiment(polarity=0.08, subjectivity=0.295)",0.08,0.295,Algeria
A wave of economic protests in February and March 2011 prompted the Algerian government to offer more than $23 billion in public grants and retroactive salary and benefit increases,"Sentiment(polarity=0.2333333333333333, subjectivity=0.25555555555555554)",0.233333333,0.255555556,Algeria
The Algerian economy grew by 2,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
In 2011 Algeria announced a budgetary surplus of $26,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"Thanks to strong hydrocarbon revenues, Algeria has a cushion of $173 billion in foreign currency reserves and a large hydrocarbon stabilization fund","Sentiment(polarity=0.1806547619047619, subjectivity=0.3717261904761905)",0.180654762,0.37172619,Algeria
"In 2011, the agricultural sector and services recorded growth of 10% and 5","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"Algeria has not joined the WTO, despite several years of negotiations","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"In March 2006, Russia agreed to erase $4","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
Dubai-based conglomerate Emarat Dzayer Group said it had signed a joint venture agreement to develop a $1,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"Algeria, whose economy is reliant on petroleum, has been an OPEC member since 1969","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
Non-hydrocarbon growth for 2011 was projected at 5%,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"Income from oil and gas rose in 2011 as a result of continuing high oil prices, though the trend in production volume is downwards","Sentiment(polarity=0.38, subjectivity=0.7449999999999999)",0.38,0.745,Algeria
"The Algerian national oil company is Sonatrach, which plays a key role in all aspects of the oil and natural gas sectors in Algeria","Sentiment(polarity=0.05, subjectivity=0.7)",0.05,0.7,Algeria
Algeria has invested an estimated 100 billion dinars towards developing research facilities and paying researchers,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"Despite a decline in total unemployment, youth and women unemployment is high","Sentiment(polarity=0.08, subjectivity=0.645)",0.08,0.645,Algeria
"The overall rate of unemployment was 10% in 2011, but remained higher among young people, with a rate of 21","Sentiment(polarity=0.11666666666666665, subjectivity=0.3)",0.116666667,0.3,Algeria
"The development of the tourism sector in Algeria had previously been hampered by a lack of facilities, but since 2004 a broad tourism development strategy has been implemented resulting in many hotels of a high modern standard being built","Sentiment(polarity=0.12597222222222224, subjectivity=0.30319444444444443)",0.125972222,0.303194444,Algeria
"There are several UNESCO World Heritage Sites in Algeria[116] including Al Qal'a of Beni Hammad, the first capital of the Hammadid empire; Tipasa, a Phoenician and later Roman town; and Djémila and Timgad, both Roman ruins; M'Zab Valley, a limestone valley containing a large urbanized oasis; and the Casbah of Algiers, an important citadel","Sentiment(polarity=0.11904761904761905, subjectivity=0.326984126984127)",0.119047619,0.326984127,Algeria
"The Algerian road network is the densest in Africa; its length is estimated at 180,000 km (110,000 mi) of highways, with more than 3,756 structures and a paving rate of 85%","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,Algeria
In January 2016 Algeria's population was an estimated 40,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
Women make up 70% of the country's lawyers and 60% of its judges and also dominate the field of medicine,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"Between 90,000 and 165,000 Sahrawis from Western Sahara live in the Sahrawi refugee camps,[123][124] in the western Algerian Sahara desert","Sentiment(polarity=0.04545454545454545, subjectivity=0.16666666666666666)",0.045454545,0.166666667,Algeria
"The largest concentration of Algerian migrants outside Algeria is in France, which has reportedly over 1","Sentiment(polarity=0.0, subjectivity=0.05)",0,0.05,Algeria
"Indigenous Berbers as well as Phoenicians, Romans, Byzantine Greeks, Arabs, Turks, various Sub-Saharan Africans, and French have contributed to the history of Algeria","Sentiment(polarity=0.0, subjectivity=0.25)",0,0.25,Algeria
"Despite the dominance of the Berber culture and ethnicity in Algeria, the majority of Algerians identify with an Arabic-based identity, especially after the Arab nationalism rising in the 20th century","Sentiment(polarity=0.0, subjectivity=0.5)",0,0.5,Algeria
"During the colonial period, there was a large (10% in 1960)[134] European population who became known as Pied-Noirs","Sentiment(polarity=0.10714285714285714, subjectivity=0.21428571428571427)",0.107142857,0.214285714,Algeria
Modern Standard Arabic and Berber are the official languages,"Sentiment(polarity=0.1, subjectivity=0.15)",0.1,0.15,Algeria
"Berber has been recognized as a ""national language"" by the constitutional amendment of 8 May 2002","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"Although French has no official status, Algeria is the second-largest Francophone country in the world in terms of speakers,[138] and French is widely used in government, media (newspapers, radio, local television), and both the education system (from primary school onwards) and academia due to Algeria's colonial history","Sentiment(polarity=0.029166666666666674, subjectivity=0.2125)",0.029166667,0.2125,Algeria
Algeria emerged as a bilingual state after 1962,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"Islam is the predominant religion in Algeria, with its adherents, mostly Sunnis, accounting for 99% of the population according to a 2012 CIA World Factbook estimate,[5] and 97","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,Algeria
"Algeria has given the Muslim world a number of prominent thinkers, including Emir Abdelkader, Abdelhamid Ben Badis, Mouloud Kacem Naît Belkacem, Malek Bennabi and Mohamed Arkoun","Sentiment(polarity=0.5, subjectivity=1.0)",0.5,1,Algeria
"Below is a list of the most important Algerian cities:
","Sentiment(polarity=0.45, subjectivity=0.75)",0.45,0.75,Algeria
"Modern Algerian literature, split between Arabic, Tamazight and French, has been strongly influenced by the country's recent history","Sentiment(polarity=0.15833333333333333, subjectivity=0.3208333333333333)",0.158333333,0.320833333,Algeria
"Malek Bennabi and Frantz Fanon are noted for their thoughts on decolonization; Augustine of Hippo was born in Tagaste (modern-day Souk Ahras); and Ibn Khaldun, though born in Tunis, wrote the Muqaddima while staying in Algeria","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"Contemporary Algerian cinema is various in terms of genre, exploring a wider range of themes and issues","Sentiment(polarity=0.08333333333333333, subjectivity=0.3333333333333333)",0.083333333,0.333333333,Algeria
"Algerian painters, like Mohamed Racim or Baya, attempted to revive the prestigious Algerian past prior to French colonization, at the same time that they have contributed to the preservation of the authentic values of Algeria","Sentiment(polarity=0.05, subjectivity=0.225)",0.05,0.225,Algeria
"The historic roots of Algerian literature go back to the Numidian and Roman African era, when Apuleius wrote The Golden Ass, the only Latin novel to survive in its entirety","Sentiment(polarity=0.06, subjectivity=0.3)",0.06,0.3,Algeria
Albert Camus was an Algerian-born French Pied-Noir author,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"Today Algeria contains, in its literary landscape, big names having not only marked the Algerian literature, but also the universal literary heritage in Arabic and French","Sentiment(polarity=0.042857142857142864, subjectivity=0.2714285714285714)",0.042857143,0.271428571,Algeria
"As a first step, Algerian literature was marked by works whose main concern was the assertion of the Algerian national entity, there is the publication of novels as the Algerian trilogy of Mohammed Dib, or even Nedjma of Kateb Yacine novel which is often regarded as a monumental and major work","Sentiment(polarity=0.14479166666666665, subjectivity=0.44166666666666665)",0.144791667,0.441666667,Algeria
"In the aftermath of the independence, several new authors emerged on the Algerian literary scene, they will attempt through their works to expose a number of social problems, among them there are Rachid Boudjedra, Rachid Mimouni, Leila Sebbar, Tahar Djaout and Tahir Wattar","Sentiment(polarity=0.06742424242424243, subjectivity=0.1553030303030303)",0.067424242,0.15530303,Algeria
"Currently, a part of Algerian writers tends to be defined in a literature of shocking expression, due to the terrorism that occurred during the 1990s, the other party is defined in a different style of literature who staged an individualistic conception of the human adventure","Sentiment(polarity=-0.20833333333333334, subjectivity=0.47500000000000003)",-0.208333333,0.475,Algeria
Chaâbi music is a typically Algerian musical genre characterized by specific rhythms and of Qacidate (popular poems) in Arabic dialect,"Sentiment(polarity=0.10833333333333334, subjectivity=0.38125)",0.108333333,0.38125,Algeria
"Folk music styles include Bedouin music, characterized by the poetic songs based on long kacida (poems); Kabyle music, based on a rich repertoire that is poetry and old tales passed through generations; Shawiya music, a folklore from diverse areas of the Aurès Mountains","Sentiment(polarity=0.19999999999999998, subjectivity=0.525)",0.2,0.525,Algeria
"Modern music is available in several facets, Raï music is a style typical of western Algeria","Sentiment(polarity=0.0866666666666667, subjectivity=0.24)",0.086666667,0.24,Algeria
The Algerian state's interest in film-industry activities can be seen in the annual budget of DZD 200 million (EUR 1,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"The financial support provided by the state, through the Fund for the Development of the Arts, Techniques and the Film Industry (FDATIC) and the Algerian Agency for Cultural Influence (AARC), plays a key role in the promotion of national production","Sentiment(polarity=0.03333333333333333, subjectivity=0.3666666666666667)",0.033333333,0.366666667,Algeria
"According to the European Audiovisual Observatory's LUMIERE database, 41 Algerian films were distributed in Europe between 1996 and 2013; 21 films in this repertoire were Algerian-French co-productions","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"Algeria won the Palme d'Or for Chronicle of the Years of Fire (1975), two Oscars for Z (1969), and other awards for the Italian-Algerian movie The Battle of Algiers","Sentiment(polarity=-0.125, subjectivity=0.375)",-0.125,0.375,Algeria
Various games have existed in Algeria since antiquity,"Sentiment(polarity=0.0, subjectivity=0.5)",0,0.5,Algeria
The first Algerian and African gold medalist is Boughera El Ouafi in 1928 Olympics of Amsterdam in the Marathon,"Sentiment(polarity=0.125, subjectivity=0.16666666666666666)",0.125,0.166666667,Algeria
Football is the most popular sport in Algeria,"Sentiment(polarity=0.55, subjectivity=0.7)",0.55,0.7,Algeria
Algerian cuisine is rich and diverse,"Sentiment(polarity=0.375, subjectivity=0.75)",0.375,0.75,Algeria
"Algerian cuisine varies from one region to another, according to seasonal vegetables","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"Cakes are marketed and can be found in cities either in Algeria, in Europe or North America","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"In 2002, Algeria had inadequate numbers of physicians (1","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
Health records have been maintained in Algeria since 1882 and began adding Muslims living in the south to their vital record database in 1905 during French rule,"Sentiment(polarity=0.05, subjectivity=0.2)",0.05,0.2,Algeria
"Since the 1970s, in a centralized system that was designed to significantly reduce the rate of illiteracy, the Algerian government introduced a decree by which school attendance became compulsory for all children aged between 6 and 15 years who have the ability to track their learning through the 20 facilities built since independence, now the literacy rate is around 78","Sentiment(polarity=0.1375, subjectivity=0.6375)",0.1375,0.6375,Algeria
"Since 1972, Arabic is used as the language of instruction during the first nine years of schooling","Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.333333333,Algeria
Education is officially compulsory for children between the ages of six and 15,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Algeria
"Algeria has 26 universities and 67 institutions of higher education, which must accommodate a million Algerians and 80,000 foreign students in 2008","Sentiment(polarity=0.0625, subjectivity=0.3125)",0.0625,0.3125,Algeria
"Even if some of them offer instruction in Arabic like areas of law and the economy, most of the other sectors as science and medicine continue to be provided in French and English","Sentiment(polarity=0.09375, subjectivity=0.21875)",0.09375,0.21875,Algeria
