sentence,sentiment,polarity,subjectivity,country
"Following the fall of Roman Anatolia to the Muslim Turks, the Byzantines put out a call to the Pope in Rome for assistance in the 11th century","Sentiment(polarity=0.0, subjectivity=0.1)",0,0.1,Lebanon
One of the most lasting effects of the Crusades in this region was the contact between the Franks (i,"Sentiment(polarity=0.25, subjectivity=0.25)",0.25,0.25,Lebanon
"During this period Lebanon was divided into several provinces: Northern and Southern Mount Lebanon, Tripoli, Baalbek and Beqaa Valley and Jabal Amel","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
"On the death of the last Maan emir, various members of the Shihab clan ruled Mount Lebanon until 1830","Sentiment(polarity=0.0, subjectivity=0.2833333333333333)",0,0.283333333,Lebanon
"In 1920, following World War I, the area of the Mutasarrifate, plus some surrounding areas which were predominantly Shia and Sunni, became a part of the state of Greater Lebanon under the French Mandate of Syria and Lebanon","Sentiment(polarity=0.16666666666666666, subjectivity=0.19999999999999998)",0.166666667,0.2,Lebanon
"On 1 September 1920, France reestablished Greater Lebanon after the Moutasarrifiya rule removed several regions belonging to the Principality of Lebanon and gave them to Syria","Sentiment(polarity=0.25, subjectivity=0.25)",0.25,0.25,Lebanon
Lebanon gained a measure of independence while France was occupied by Germany,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
"After the fighting ended in Lebanon, General Charles de Gaulle visited the area","Sentiment(polarity=0.05000000000000002, subjectivity=0.5)",0.05,0.5,Lebanon
Following the end of World War II in Europe the French mandate may be said to have been terminated without any formal action on the part of the League of Nations or its successor the United Nations,"Sentiment(polarity=0.03333333333333333, subjectivity=0.06666666666666667)",0.033333333,0.066666667,Lebanon
"Lebanon's unwritten National Pact of 1943 required that its president be Maronite Christian, its speaker of the parliament to be a Shiite Muslim, its prime minister be Sunni Muslim, and the Deputy Speaker of Parliament and the Deputy Prime Minister be Greek Orthodox","Sentiment(polarity=-0.06666666666666667, subjectivity=0.19999999999999998)",-0.066666667,0.2,Lebanon
Lebanon's history since independence has been marked by alternating periods of political stability and turmoil interspersed with prosperity built on Beirut's position as a regional center for finance and trade,"Sentiment(polarity=0.0, subjectivity=0.26666666666666666)",0,0.266666667,Lebanon
"In May 1948, Lebanon supported neighbouring Arab countries in a war against Israel","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
"100,000 Palestinians fled to Lebanon because of the war","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
"In 1958, during the last months of President Camille Chamoun's term, an insurrection broke out, instigated by Lebanese Muslims who wanted to make Lebanon a member of the United Arab Republic","Sentiment(polarity=0.0, subjectivity=0.06666666666666667)",0,0.066666667,Lebanon
"With the defeat of the PLO in Jordan, many Palestinian militants relocated to Lebanon, increasing their armed campaign against Israel","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,Lebanon
"In 1975, following increasing sectarian tensions, largely boosted by Palestinian militant relocation into South Lebanon, a full-scale civil war broke out in Lebanon","Sentiment(polarity=0.10714285714285714, subjectivity=0.2642857142857143)",0.107142857,0.264285714,Lebanon
"In 1982, the PLO attacks from Lebanon on Israel led to an Israeli invasion, aiming to support Lebanese forces in driving out the PLO","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
"In September 1988, the Parliament failed to elect a successor to President Gemayel as a result of differences between the Christians, Muslims, and Syrians","Sentiment(polarity=0.15000000000000002, subjectivity=0.6)",0.15,0.6,Lebanon
"In the same month, the Lebanese Parliament agreed to the Taif Agreement, which included an outline timetable for Syrian withdrawal from Lebanon and a formula for the de-confessionalisation of the Lebanese political system","Sentiment(polarity=0.0, subjectivity=0.1125)",0,0.1125,Lebanon
The internal political situation in Lebanon significantly changed in the early 2000s,"Sentiment(polarity=0.11875, subjectivity=0.31875)",0.11875,0.31875,Lebanon
"On 14 February 2005, former Prime Minister Rafik Hariri was assassinated in a car bomb explosion","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
"The assassination triggered the Cedar Revolution, a series of demonstrations which demanded the withdrawal of Syrian troops from Lebanon and the establishment of an international commission to investigate the assassination","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
UNSC Resolution 1595 called for an investigation into the assassination,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
"On 12 July 2006, Hezbollah launched a series of rocket attacks and raids into Israeli territory, where they killed three Israeli soldiers and captured two others","Sentiment(polarity=-0.2, subjectivity=0.0)",-0.2,0,Lebanon
"In 2007, the Nahr al-Bared refugee camp became the center of the 2007 Lebanon conflict between the Lebanese Army and Fatah al-Islam","Sentiment(polarity=-0.1, subjectivity=0.1)",-0.1,0.1,Lebanon
"Between 2006 and 2008, a series of protests led by groups opposed to the pro-Western Prime Minister Fouad Siniora demanded the creation of a national unity government, over which the mostly Shia opposition groups would have veto power","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,Lebanon
"On 9 May 2008, Hezbollah and Amal forces, sparked by a government declaration that Hezbollah's communications network was illegal, seized western Beirut,[78] leading to the 2008 conflict in Lebanon","Sentiment(polarity=-0.25, subjectivity=0.25)",-0.25,0.25,Lebanon
"In early January 2011, the national unity government collapsed due to growing tensions stemming from the Special Tribunal for Lebanon, which was expected to indict Hezbollah members for the Hariri assassination","Sentiment(polarity=0.058035714285714295, subjectivity=0.41160714285714284)",0.058035714,0.411607143,Lebanon
"In 2012, the Syrian civil war threatened to spill over in Lebanon, causing more incidents of sectarian violence and armed clashes between Sunnis and Alawites in Tripoli","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,Lebanon
"On 17 October 2019 the first of a series of mass civil demonstrations erupted;[93][94][95]  they were initially triggered by planned taxes on gasoline, tobacco and online phone calls such as through WhatsApp,[96][97][98] but quickly expanded into a country-wide condemnation of sectarian rule,[99] stagnant economy, unemployment, endemic corruption in the public sector,[99] legislation (such as banking secrecy) that is perceived to shield the ruling class from accountability[100][101] and failures from the government to provide basic services such as electricity, water and sanitation","Sentiment(polarity=0.07291666666666666, subjectivity=0.315625)",0.072916667,0.315625,Lebanon
"As a result of the protests, Lebanon entered a political crisis, with Prime Minister Saad Hariri tendering his resignation and echoing protestors' demands for a government of independent specialists","Sentiment(polarity=0.0, subjectivity=0.1125)",0,0.1125,Lebanon
Lebanon is located in Western Asia between latitudes 33° and 35° N and longitudes 35° and 37° E,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
"The country's surface area is 10,452 square kilometres (4,036 sq mi) of which 10,230 square kilometres (3,950 sq mi) is land","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
"Lebanon is divided into four distinct physiographic regions: the coastal plain, the Lebanon mountain range, the Beqaa valley and the Anti-Lebanon mountains","Sentiment(polarity=0.04285714285714286, subjectivity=0.32857142857142857)",0.042857143,0.328571429,Lebanon
The narrow and discontinuous coastal plain stretches from the Syrian border in the north where it widens to form the Akkar plain to Ras al-Naqoura at the border with Israel in the south,"Sentiment(polarity=-0.20952380952380953, subjectivity=0.37142857142857144)",-0.20952381,0.371428571,Lebanon
The mountains of Lebanon are drained by seasonal torrents and rivers foremost of which is the 145 kilometres (90 mi) long Leontes that rises in the Beqaa Valley to the west of Baalbek and empties into the Mediterranean Sea north of Tyre,"Sentiment(polarity=-0.05, subjectivity=0.4)",-0.05,0.4,Lebanon
Lebanon has a moderate Mediterranean climate,"Sentiment(polarity=0.0, subjectivity=0.7)",0,0.7,Lebanon
"In ancient times, Lebanon was covered by large forests of cedar trees, the national emblem of the country","Sentiment(polarity=0.21428571428571427, subjectivity=0.42857142857142855)",0.214285714,0.428571429,Lebanon
"As a result of longstanding exploitation, few old cedar trees remain in pockets of forests in Lebanon, but there is an active program to conserve and regenerate the forests","Sentiment(polarity=-0.07777777777777778, subjectivity=0.3)",-0.077777778,0.3,Lebanon
"In 2010, the Environment Ministry set a 10-year plan to increase the national forest coverage by 20%, which is equivalent to the planting of two million new trees each year","Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.136363636,0.454545455,Lebanon
Beirut and Mount Lebanon have been facing a severe garbage crisis,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
"In December 2015, the Lebanese government signed an agreement with Chinook Industrial Mining, part owned by Chinook Sciences, to export over 100,000 tons of untreated waste from  Beirut and the surrounding area","Sentiment(polarity=-0.2, subjectivity=0.0)",-0.2,0,Lebanon
"In February 2016, the government withdrew from negotiations after it was revealed that documents relating to the export of the trash to Russia were forgeries","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
"In September 2018, Lebanon's parliament passed a law that banned open dumping and burning of waste","Sentiment(polarity=-0.1, subjectivity=0.25)",-0.1,0.25,Lebanon
"On Sunday 13 October 2019 at night, a series of about 100 forest fires according to Lebanese Civil Defense, broke out and spread over large areas of Lebanon's forests","Sentiment(polarity=0.21428571428571427, subjectivity=0.42857142857142855)",0.214285714,0.428571429,Lebanon
"Lebanon is a parliamentary democracy that includes confessionalism,[139] in which high-ranking offices are reserved for members of specific religious groups","Sentiment(polarity=0.0, subjectivity=0.1875)",0,0.1875,Lebanon
"Until 1975, Freedom House considered Lebanon to be one of only two (together with Israel) politically free countries in the Middle East and North Africa region","Sentiment(polarity=0.13333333333333333, subjectivity=0.6)",0.133333333,0.6,Lebanon
"Until 2005, Palestinians were forbidden to work in over 70 jobs because they did not have Lebanese citizenship","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
Lebanon's national legislature is the unicameral Parliament of Lebanon,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
The Parliament is elected for a four-year term by popular vote on the basis of sectarian proportional representation,"Sentiment(polarity=0.6, subjectivity=0.9)",0.6,0.9,Lebanon
"The executive branch consists of the President, the head of state, and the Prime Minister, the head of government","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
"In an unprecedented move, the Lebanese parliament has extended its own term twice amid protests, the last being on 5 November 2014,[148] an act which comes in direct contradiction with democracy and article #42 of the Lebanese constitution as no elections have taken place","Sentiment(polarity=0.325, subjectivity=0.5916666666666667)",0.325,0.591666667,Lebanon
Lebanon was without a President between May 2014 and October 2016,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
Nationwide elections were finally scheduled for May 2018,"Sentiment(polarity=0.0, subjectivity=1.0)",0,1,Lebanon
"As of August 2019, the Lebanese cabinet included two ministers directly affiliated with Hezbollah, in addition to a close but officially non-member minister","Sentiment(polarity=0.1, subjectivity=0.4)",0.1,0.4,Lebanon
"There are 18 officially recognized religious groups in Lebanon, each with its own family law legislation and set of religious courts","Sentiment(polarity=0.19999999999999998, subjectivity=0.5)",0.2,0.5,Lebanon
"The Lebanese legal system is based on the French system, and is a civil law country, with the exception for matters related to personal status (succession, marriage, divorce, adoption, etc","Sentiment(polarity=0.05, subjectivity=0.22500000000000003)",0.05,0.225,Lebanon
The most notable set of codified laws is the Code des Obligations et des Contrats promulgated in 1932 and equivalent to the French Civil Code,"Sentiment(polarity=0.3333333333333333, subjectivity=0.3333333333333333)",0.333333333,0.333333333,Lebanon
"The Lebanese court system consists of three levels: courts of first instance, courts of appeal, and the court of cassation","Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.333333333,Lebanon
"Lebanon concluded negotiations on an association agreement with the European Union in late 2001, and both sides initialed the accord in January 2002","Sentiment(polarity=-0.15, subjectivity=0.3)",-0.15,0.3,Lebanon
"Lebanon enjoys good relations with virtually all of the other Arab countries (despite historic tensions with Libya and Syria), and hosted an Arab League Summit in March 2002 for the first time in more than 35 years","Sentiment(polarity=0.265, subjectivity=0.3616666666666667)",0.265,0.361666667,Lebanon
"The Lebanese Armed Forces (LAF) has 72,000 active personnel,[157] including 1,100 in the air force, and 1,000 in the navy","Sentiment(polarity=-0.13333333333333333, subjectivity=0.6)",-0.133333333,0.6,Lebanon
"The Lebanese Armed Forces' primary missions include defending Lebanon and its citizens against external aggression, maintaining internal stability and security, confronting threats against the country's vital interests, engaging in social development activities, and undertaking relief operations in coordination with public and humanitarian institutions","Sentiment(polarity=0.13333333333333333, subjectivity=0.2619047619047619)",0.133333333,0.261904762,Lebanon
Lebanon is a major recipient of foreign military aid,"Sentiment(polarity=-0.05416666666666667, subjectivity=0.24166666666666667)",-0.054166667,0.241666667,Lebanon
Human rights groups have repeatedly accused the Lebanese army of torture,"Sentiment(polarity=0.0, subjectivity=0.1)",0,0.1,Lebanon
Male homosexuality is illegal in Lebanon,"Sentiment(polarity=-0.25, subjectivity=0.3)",-0.25,0.3,Lebanon
"Lebanon is divided into eight governorates (muḥāfaẓāt, Arabic: محافظات‎; singular muḥāfaẓah, Arabic: محافظة‎) which are further subdivided into twenty-six districts (aqdyah Arabic: أقضية‎; singular: qadāʾ Arabic: قضاء‎)","Sentiment(polarity=0.0, subjectivity=0.5)",0,0.5,Lebanon
Lebanon's constitution states that 'the economic system is free and ensures private initiative and the right to private property',"Sentiment(polarity=0.17714285714285716, subjectivity=0.45714285714285713)",0.177142857,0.457142857,Lebanon
"The Lebanese economy went through a significant expansion after the war of 2006, with growth averaging 9","Sentiment(polarity=0.375, subjectivity=0.875)",0.375,0.875,Lebanon
Lebanon has a very high level of public debt and large external financing needs,"Sentiment(polarity=0.10557142857142857, subjectivity=0.3243095238095238)",0.105571429,0.324309524,Lebanon
The urban population in Lebanon is noted for its commercial enterprise,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
The Investment Development Authority of Lebanon was established with the aim of promoting investment in Lebanon,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
The agricultural sector employs 12% of the total workforce,"Sentiment(polarity=0.0, subjectivity=0.75)",0,0.75,Lebanon
"The commodities market in Lebanon includes substantial gold coin production, however according to International Air Transport Association (IATA) standards, they must be declared upon exportation to any foreign country","Sentiment(polarity=-0.0625, subjectivity=0.0625)",-0.0625,0.0625,Lebanon
"Oil has recently been discovered inland and in the seabed between Lebanon, Cyprus, Israel and Egypt and talks are underway between Cyprus and Egypt to reach an agreement regarding the exploration of these resources","Sentiment(polarity=0.0, subjectivity=0.25)",0,0.25,Lebanon
Industry in Lebanon is mainly limited to small businesses that reassemble and package imported parts,"Sentiment(polarity=-0.1607142857142857, subjectivity=0.27142857142857146)",-0.160714286,0.271428571,Lebanon
Nearly 65% of the Lebanese workforce attain employment in the services sector,"Sentiment(polarity=0.1, subjectivity=0.4)",0.1,0.4,Lebanon
Lebanese banks are high on liquidity and reputed for their security,"Sentiment(polarity=0.16, subjectivity=0.5399999999999999)",0.16,0.54,Lebanon
"On 10 May 2013 the Lebanese minister of energy and water clarified that seismic images of the Lebanese's sea bed are undergoing detailed explanation of their contents and that up till now, approximately 10% have been covered","Sentiment(polarity=0.0, subjectivity=0.675)",0,0.675,Lebanon
The Syrian crisis has significantly affected Lebanese economic and financial situation,"Sentiment(polarity=0.19166666666666665, subjectivity=0.35833333333333334)",0.191666667,0.358333333,Lebanon
"In the 1950s, GDP growth was the second highest in the world","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
"The 1975–1990 civil war heavily damaged Lebanon's economic infrastructure,[158] cut national output by half, and all but ended Lebanon's position as a West Asian entrepôt and banking hub","Sentiment(polarity=-0.041666666666666664, subjectivity=0.21666666666666665)",-0.041666667,0.216666667,Lebanon
"Until July 2006, Lebanon enjoyed considerable stability, Beirut's reconstruction was almost complete,[194] and increasing numbers of tourists poured into the nation's resorts","Sentiment(polarity=0.3, subjectivity=0.575)",0.3,0.575,Lebanon
"Over the course of 2008 Lebanon rebuilt its infrastructure mainly in the real estate and tourism sectors, resulting in a comparatively robust post war economy","Sentiment(polarity=0.18333333333333335, subjectivity=0.31666666666666665)",0.183333333,0.316666667,Lebanon
The tourism industry accounts for about 10% of GDP,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
"Saudi Arabia, Jordan, and Japan are the three most popular origin countries of foreign tourists to Lebanon","Sentiment(polarity=0.325, subjectivity=0.5083333333333333)",0.325,0.508333333,Lebanon
"The population of Lebanon was estimated to be 6,859,408 in 2018;[3][4] however, no official census has been conducted since 1932 due to the sensitive confessional political balance between Lebanon's various religious groups","Sentiment(polarity=-0.004999999999999999, subjectivity=0.425)",-0.005,0.425,Lebanon
The fertility rate fell from 5,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
"Lebanon has witnessed a series of migration waves: over 1,800,000 people emigrated from the country in the 1975–2011 period","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
"As of 2012[update], Lebanon was host to over 1,600,000 refugees and asylum seekers: 449,957 from Palestine,[8] 3,515 from Iraq,[217] over 1,100,000 from Syria,[8][218] and 4,000 from Sudan","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
"In the last three decades, lengthy and destructive armed conflicts have ravaged the country","Sentiment(polarity=-0.3, subjectivity=0.3333333333333333)",-0.3,0.333333333,Lebanon
"
","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
Religion in Lebanon (est,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
Lebanon is the most religiously diverse country in the Middle East,"Sentiment(polarity=0.16666666666666666, subjectivity=0.25)",0.166666667,0.25,Lebanon
"It is believed that there has been a decline in the ratio of Christians to Muslims over the past 60 years, due to higher emigration rates of Christians, and a higher birth rate in the Muslim population","Sentiment(polarity=0.03125, subjectivity=0.40625)",0.03125,0.40625,Lebanon
"A demographic study conducted by the research firm Statistics Lebanon found that approximately 27% of the population was Sunni, 27% Shia, 21% Maronite, 8% Greek Orthodox, 5% Druze, 5% Melkite, and 1% Protestant, with the remaining 6% mostly belonging to smaller non-native to Lebanon Christian denominations","Sentiment(polarity=-0.042857142857142864, subjectivity=0.37142857142857144)",-0.042857143,0.371428571,Lebanon
Other sources like Euronews[226] or the Madrid-based diary La Razón[227] estimate the percentage of Christians to be around 53%,"Sentiment(polarity=-0.125, subjectivity=0.375)",-0.125,0.375,Lebanon
"Because the relative size of confessional groups remains a sensitive issue, a national census has not been conducted since 1932","Sentiment(polarity=0.05, subjectivity=0.45)",0.05,0.45,Lebanon
"The Sunni residents primarily live in Tripoli, Western Beirut, the Southern coast of Lebanon, and Northern Lebanon","Sentiment(polarity=0.04545454545454545, subjectivity=0.16666666666666666)",0.045454545,0.166666667,Lebanon
"The Shi'a residents primarily live in Southern Beirut, the Beqaa Valley, and Southern Lebanon","Sentiment(polarity=0.04545454545454545, subjectivity=0.16666666666666666)",0.045454545,0.166666667,Lebanon
The Maronite residents primarily live in Eastern Beirut and the mountains of Lebanon,"Sentiment(polarity=0.13636363636363635, subjectivity=0.5)",0.136363636,0.5,Lebanon
"The Greek Orthodox, the second largest Christian community in Lebanon, primarily live in Koura, Beirut, Rachaya, Matn, Aley, Akkar, in the countryside around Tripoli, Hasbaya and Marjeyoun","Sentiment(polarity=-0.012727272727272731, subjectivity=0.22000000000000003)",-0.012727273,0.22,Lebanon
"The Greek Catholics live mainly in Beirut, on the eastern slopes of the Lebanon mountains and in Zahle which is predominantly Greek Catholic","Sentiment(polarity=0.060606060606060594, subjectivity=0.18666666666666665)",0.060606061,0.186666667,Lebanon
"In the Christian village of Hadat, there have been a municipal ban on Muslims from buying or renting property","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
The Lebanese government tend to count its Druze citizens as part of its Muslim population,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
"Article 11 of Lebanon's Constitution states that ""Arabic is the official national language","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
English is increasingly used in science and business interactions,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
The culture of Lebanon reflects the legacy of various civilizations spanning thousands of years,"Sentiment(polarity=0.0, subjectivity=0.5)",0,0.5,Lebanon
"In visual arts, Moustafa Farroukh was one of Lebanon's most prominent painters of the 20th century","Sentiment(polarity=0.25, subjectivity=0.375)",0.25,0.375,Lebanon
"In the field of photography, the Arab Image Foundation has a collection of over 400,000 photographs from Lebanon and the Middle East","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
"In literature, Khalil Gibran is the third best-selling poet of all time, behind Shakespeare and Laozi","Sentiment(polarity=-0.2, subjectivity=0.35)",-0.2,0.35,Lebanon
"Ameen Rihani was a major figure in the mahjar literary movement developed by Arab emigrants in North America, and an early theorist of Arab nationalism","Sentiment(polarity=0.09062500000000001, subjectivity=0.3)",0.090625,0.3,Lebanon
Mikha'il Na'ima is widely recognized as one of the most important figures in modern Arabic letters and one of the most important spiritual writers of the 20th century,"Sentiment(polarity=0.2375, subjectivity=0.47916666666666663)",0.2375,0.479166667,Lebanon
"Several contemporary Lebanese writers have also achieved international success; including Elias Khoury, Amin Maalouf, Hanan al-Shaykh, and Georges Schehadé","Sentiment(polarity=0.11666666666666667, subjectivity=0.041666666666666664)",0.116666667,0.041666667,Lebanon
"While traditional folk music remains popular in Lebanon, modern music reconciling Western and traditional Arabic styles, pop, and fusion are rapidly advancing in popularity","Sentiment(polarity=0.16, subjectivity=0.54)",0.16,0.54,Lebanon
"The cinema of Lebanon, according to film critic and historian, Roy Armes, was the only cinema in the Arabic-speaking region, other than Egypt's, that could amount to a national cinema","Sentiment(polarity=-0.0625, subjectivity=0.6875)",-0.0625,0.6875,Lebanon
"
The media of Lebanon is not only a regional center of production but also the most liberal and free in the Arab world","Sentiment(polarity=0.2, subjectivity=0.6000000000000001)",0.2,0.6,Lebanon
Lebanon celebrates national and both Christian and Muslim holidays,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
"Music festivals, often hosted at historical sites, are a customary element of Lebanese culture","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
"Lebanese cuisine is similar to those of many countries in the Eastern Mediterranean, such as Syria, Turkey, Greece, and Cyprus","Sentiment(polarity=0.16666666666666666, subjectivity=0.4666666666666666)",0.166666667,0.466666667,Lebanon
"The Lebanese national dishes are the kibbe, a meat pie made from finely minced lamb and burghul (cracked wheat), and the tabbouleh, a salad made from parsley, tomatoes, and burghul","Sentiment(polarity=0.4166666666666667, subjectivity=0.5)",0.416666667,0.5,Lebanon
"Lebanese restaurant meals begin with a wide array of mezze - small savoury dishes, such as dips, salads, and pastries","Sentiment(polarity=-0.11666666666666665, subjectivity=0.43333333333333335)",-0.116666667,0.433333333,Lebanon
"M'Juhdara, a thick stew of onions, rice, and lentils, is sometimes considered poor man's fare and is often eaten around Lent by people in the Lebanese diaspora","Sentiment(polarity=-0.35000000000000003, subjectivity=0.5375)",-0.35,0.5375,Lebanon
Beirut and its environs contain many restaurants of various national origins,"Sentiment(polarity=0.25, subjectivity=0.5)",0.25,0.5,Lebanon
Lebanon has six ski resorts,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
Rugby league is a relatively new but growing sport in Lebanon,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.136363636,0.454545455,Lebanon
Lebanon participates in Basketball,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
"Football is also one of the more popular sports in the country with the Lebanese Premier League, whose most successful clubs are the Al-Ansar Club and the Nejmeh SC, with notable players being Roda Antar and Youssef Mohamad, the first Arab to captain a European premier league team","Sentiment(polarity=0.4428571428571429, subjectivity=0.5261904761904762)",0.442857143,0.526190476,Lebanon
"In recent years, Lebanon has hosted the AFC Asian Cup[277] and the Pan Arab Games","Sentiment(polarity=0.0, subjectivity=0.125)",0,0.125,Lebanon
"Prominent Lebanese bodybuilders include Samir Bannout, Mohammad Bannout and Ahmad Haidar","Sentiment(polarity=0.5, subjectivity=1.0)",0.5,1,Lebanon
"Water sports have also shown to be very active in the past years, in Lebanon","Sentiment(polarity=-0.21166666666666667, subjectivity=0.515)",-0.211666667,0.515,Lebanon
"Listed by the World Economic Forum's 2013 Global Information Technology Report, Lebanon has been ranked globally as the fourth best country for math and science education, and as the tenth best overall for quality of education","Sentiment(polarity=0.31428571428571433, subjectivity=0.1142857142857143)",0.314285714,0.114285714,Lebanon
The United Nations assigned Lebanon an education index of 0,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
All Lebanese schools are required to follow a prescribed curriculum designed by the Ministry of Education,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Lebanon
