sentence,sentiment,polarity,subjectivity,country
"The Treaty of London, signed by the British Government and the Emir of Transjordan on 22 March 1946, recognised the independence of Transjordan upon ratification by both countries' parliaments","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
"On 15 May 1948, as part of the 1948 Arab–Israeli War, Jordan invaded Palestine together with many other Arab states","Sentiment(polarity=0.1875, subjectivity=0.4375)",0.1875,0.4375,Jordan
"Abdullah was succeeded by his son Talal, who would soon abdicate due to illness in favour of his eldest son Hussein","Sentiment(polarity=-0.125, subjectivity=0.375)",-0.125,0.375,Jordan
"Jordan signed a military pact with Egypt just before Israel launched a preemptive strike on Egypt to begin the Six-Day War in June 1967, where Jordan and Syria joined the war","Sentiment(polarity=-0.1, subjectivity=0.1)",-0.1,0.1,Jordan
"In 1973, Egypt and Syria waged the Yom Kippur War on Israel, and fighting occurred along the 1967 Jordan River cease-fire line","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
"At the 1991 Madrid Conference, Jordan agreed to negotiate a peace treaty sponsored by the US and the Soviet Union","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
"On 7 February 1999, Abdullah II ascended the throne upon the death of his father Hussein, who had ruled for nearly 50 years","Sentiment(polarity=0.1, subjectivity=0.4)",0.1,0.4,Jordan
"Al-Qaeda under Abu Musab al-Zarqawi's leadership launched coordinated explosions in three hotel lobbies in Amman on 9 November 2005, resulting in 60 deaths and 115 injured","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
"The Arab Spring were large-scale protests that erupted in the Arab World in 2011, demanding economic and political reforms","Sentiment(polarity=0.1, subjectivity=0.15000000000000002)",0.1,0.15,Jordan
"Jordan sits strategically at the crossroads of the continents of Asia, Africa and Europe,[8] in the Levant area of the Fertile Crescent, a cradle of civilization","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
"
In the west, a highland area of arable land and Mediterranean evergreen forestry drops suddenly into the Jordan Rift Valley","Sentiment(polarity=0.0, subjectivity=0.5)",0,0.5,Jordan
"Jordan has a diverse range of habitats, ecosystems and biota due to its varied landscapes and environments","Sentiment(polarity=-0.125, subjectivity=0.375)",-0.125,0.375,Jordan
The climate in Jordan varies greatly,"Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75,Jordan
"Summers, lasting from May to September, are hot and dry, with temperatures averaging around 32 °C (90 °F) and sometimes exceeding 40 °C (104 °F) between July and August","Sentiment(polarity=0.061111111111111116, subjectivity=0.4833333333333334)",0.061111111,0.483333333,Jordan
"Over 2,000 plant species have been recorded in Jordan","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
"Plant species and genera include the Aleppo pine, Sarcopoterium, Salvia dominica, black iris, Tamarix, Anabasis, Artemisia, Acacia, Mediterranean cypress and Phoenecian juniper","Sentiment(polarity=-0.16666666666666666, subjectivity=0.43333333333333335)",-0.166666667,0.433333333,Jordan
Jordan is a unitary state under a constitutional monarchy,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
The king is the head of state and commander-in-chief of the army,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
"The 65 members of the upper Senate are directly appointed by the king, the constitution mandates that they be veteran politicians, judges and generals who previously served in the government or in the House of Representatives","Sentiment(polarity=-0.016666666666666663, subjectivity=0.14166666666666666)",-0.016666667,0.141666667,Jordan
"Courts are divided into three categories: civil, religious, and special","Sentiment(polarity=0.17857142857142858, subjectivity=0.4107142857142857)",0.178571429,0.410714286,Jordan
"The capital city of Jordan is Amman, located in north-central Jordan","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
"The current monarch, Abdullah II, ascended to the throne in February 1999 after the death of his father King Hussein","Sentiment(polarity=0.0, subjectivity=0.4)",0,0.4,Jordan
"According to Freedom House, Jordan is ranked as the 3rd freest Arab country, and as ""partly free"" in the Freedom in the World 2019 report","Sentiment(polarity=0.2, subjectivity=0.4)",0.2,0.4,Jordan
The first level subdivision in Jordan is the muhafazah or governorate,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.333333333,Jordan
The kingdom has followed a pro-Western foreign policy and maintained close relations with the United States and the United Kingdom,"Sentiment(polarity=-0.125, subjectivity=0.125)",-0.125,0.125,Jordan
"Jordan is a key ally of the US and UK and, together with Egypt, is one of only two Arab nations to have signed peace treaties with Israel, Jordan's direct neighbour","Sentiment(polarity=0.03333333333333333, subjectivity=0.7999999999999999)",0.033333333,0.8,Jordan
Jordan is a founding member of the Organisation of Islamic Cooperation and of the Arab League,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
"The first organised army in Jordan was established on 22 October 1920, and was named the ""Arab Legion""","Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.333333333,Jordan
"There are about 50,000 Jordanian troops working with the United Nations in peacekeeping missions across the world","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
"In 2014, Jordan joined an aerial bombardment campaign by an international coalition led by the United States against the Islamic State as part of its intervention in the Syrian Civil War","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
"Jordan's law enforcement is under the purview of the Public Security Directorate (which includes approximately 50,000 persons) and the General Directorate of Gendarmerie, both of which are subordinate to the country's Ministry of Interior","Sentiment(polarity=-0.11666666666666665, subjectivity=0.38888888888888884)",-0.116666667,0.388888889,Jordan
"Jordan is classified by the World Bank as an ""upper-middle income"" country","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
Jordan's economy is relatively well diversified,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
"
The official currency is the Jordanian dinar, which is pegged to the IMF's special drawing rights (SDRs), equivalent to an exchange rate of 1 US$ ≡ 0","Sentiment(polarity=0.35714285714285715, subjectivity=0.5714285714285714)",0.357142857,0.571428571,Jordan
"The Great Recession and the turmoil caused by the Arab Spring have depressed Jordan's GDP growth, damaging trade, industry, construction and tourism","Sentiment(polarity=0.8, subjectivity=0.75)",0.8,0.75,Jordan
"Jordan's total foreign debt in 2011 was $19 billion, representing 60% of its GDP","Sentiment(polarity=-0.0625, subjectivity=0.4375)",-0.0625,0.4375,Jordan
"The proportion of well-educated and skilled workers in Jordan is among the highest in the region in sectors such as ICT and industry, due to a relatively modern educational system","Sentiment(polarity=0.16499999999999998, subjectivity=0.385)",0.165,0.385,Jordan
"Jordan is ranked as having the 35th best infrastructure in the world, one of the highest rankings in the developing world, according to the 2010 World Economic Forum's Index of Economic Competitiveness","Sentiment(polarity=0.4666666666666666, subjectivity=0.2333333333333333)",0.466666667,0.233333333,Jordan
"According to data from the Jordanian Ministry of Public Works and Housing, as of 2011[update], the Jordanian road network consisted of 2,878 km (1,788 mi) of main roads; 2,592 km (1,611 mi) of rural roads and 1,733 km (1,077 mi) of side roads","Sentiment(polarity=0.05555555555555555, subjectivity=0.13333333333333333)",0.055555556,0.133333333,Jordan
"Jordan has three commercial airports, all receiving and dispatching international flights","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
The Port of Aqaba is the only port in Jordan,"Sentiment(polarity=0.0, subjectivity=1.0)",0,1,Jordan
"The tourism sector is considered a cornerstone of the economy and is a large source of employment, hard currency, and economic growth","Sentiment(polarity=0.04087301587301587, subjectivity=0.390079365079365)",0.040873016,0.390079365,Jordan
"According to the Ministry of Tourism and Antiquities, Jordan is home to around 100,000 archaeological and tourist sites","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
"Modern entertainment and recreation in urban areas, mostly in Amman, also attract tourists","Sentiment(polarity=0.2333333333333333, subjectivity=0.26666666666666666)",0.233333333,0.266666667,Jordan
Jordan has been a medical tourism destination in the Middle East since the 1970s,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
"Jordan is the world's second poorest country in terms of water resources per capita, and scarce water resources were aggravated by the influx of Syrian refugees","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
"Natural gas was discovered in Jordan in 1987, however, the estimated size of the reserve discovered was about 230 billion cubic feet, a minuscule quantity compared with its oil-rich neighbours","Sentiment(polarity=0.1, subjectivity=0.4)",0.1,0.4,Jordan
"Jordan has the 5th largest oil-shale reserves in the world, which could be commercially exploited in the central and northwestern regions of the country","Sentiment(polarity=0.0, subjectivity=0.125)",0,0.125,Jordan
"Jordan's well developed industrial sector, which includes mining, manufacturing, construction, and power, accounted for approximately 26% of the GDP in 2004 (including manufacturing, 16","Sentiment(polarity=-0.15000000000000002, subjectivity=0.44999999999999996)",-0.15,0.45,Jordan
"Jordan's military industry thrived after the King Abdullah Design and Development Bureau (KADDB) defence company was established by King Abdullah II in 1999, to provide an indigenous capability for the supply of scientific and technical services to the Jordanian Armed Forces, and to become a global hub in security research and development","Sentiment(polarity=-0.03333333333333333, subjectivity=0.06666666666666667)",-0.033333333,0.066666667,Jordan
Science and technology is the country's fastest developing economic sector,"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2,Jordan
Nuclear science and technology is also expanding,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
"Jordan was also selected as the location for the Synchrotron-Light for Experimental Science and Applications in the Middle East (SESAME) facility, supported by UNESCO and CERN","Sentiment(polarity=0.05, subjectivity=0.2)",0.05,0.2,Jordan
"The 2015 census showed Jordan's population to be 9,531,712 (Female: 47%; Males: 53%)","Sentiment(polarity=0.0, subjectivity=0.16666666666666666)",0,0.166666667,Jordan
Arabs make up about 98% of the population,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
"Jordan is a home to 2,175,491 Palestinian refugees as of December 2016; most of them, but not all, were granted Jordanian citizenship","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,Jordan
"Up to 1,000,000 Iraqis moved to Jordan following the Iraq War in 2003,[230] and most of them have returned","Sentiment(polarity=0.25, subjectivity=0.3)",0.25,0.3,Jordan
"In 2007, there were up to 150,000 Assyrian Christians; most are Eastern Aramaic speaking refugees from Iraq","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,Jordan
There are around 1,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
Sunni Islam is the dominant religion in Jordan,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
"Jordan contains some of the oldest Christian communities in the world, dating as early as the 1st century AD after the crucifixion of Jesus","Sentiment(polarity=0.05, subjectivity=0.15)",0.05,0.15,Jordan
"The official language is Modern Standard Arabic, a literary language taught in the schools","Sentiment(polarity=0.10000000000000002, subjectivity=0.13333333333333333)",0.1,0.133333333,Jordan
"Many institutions in Jordan aim to increase cultural awareness of Jordanian Art and to represent Jordan's artistic movements in fields such as paintings, sculpture, graffiti and photography","Sentiment(polarity=0.23333333333333334, subjectivity=0.525)",0.233333333,0.525,Jordan
The largest museum in Jordan is The Jordan Museum,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
"Music in Jordan is now developing with a lot of new bands and artists, who are now popular in the Middle East","Sentiment(polarity=0.24545454545454545, subjectivity=0.4515151515151515)",0.245454545,0.451515152,Jordan
Jordan unveiled its first underwater military museum off the coast of Aqaba,"Sentiment(polarity=0.075, subjectivity=0.21666666666666667)",0.075,0.216666667,Jordan
"While both team and individual sports are widely played in Jordan, the Kingdom has enjoyed its biggest international achievements in Taekwondo","Sentiment(polarity=0.1, subjectivity=0.375)",0.1,0.375,Jordan
Football is the most popular sport in Jordan,"Sentiment(polarity=0.55, subjectivity=0.7)",0.55,0.7,Jordan
Jordan has a strong policy for inclusive sport and invests heavily in encouraging girls and women to participate in all sports,"Sentiment(polarity=0.11666666666666664, subjectivity=0.6166666666666667)",0.116666667,0.616666667,Jordan
"Basketball is another sport that Jordan continues to punch above its weight in, having qualified to the FIBA 2010 World Basketball Cup and more recently reaching the 2019 World Cup in China","Sentiment(polarity=0.16666666666666666, subjectivity=0.2833333333333333)",0.166666667,0.283333333,Jordan
"Boxing, Karate, Kickboxing, Muay-Thai and Ju-Jitsu are also popular","Sentiment(polarity=0.6, subjectivity=0.9)",0.6,0.9,Jordan
"As the 8th largest producer of olives in the world, olive oil is the main cooking oil in Jordan","Sentiment(polarity=0.16666666666666666, subjectivity=0.3333333333333333)",0.166666667,0.333333333,Jordan
"The most distinctive Jordanian dish is mansaf, the national dish of Jordan","Sentiment(polarity=0.5, subjectivity=0.5)",0.5,0.5,Jordan
"During the 20th century, several Jordanian writers and poets have gained fame in the Arab world including Mustafa Wahbi Tal (Arar), Tayseer Sboul and others","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
Life expectancy in Jordan was around 74,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
"Jordan prides itself on its health services, some of the best in the region","Sentiment(polarity=1.0, subjectivity=0.3)",1,0.3,Jordan
"The Jordanian educational system comprises 2 years of pre-school education, 10 years of compulsory basic education, and two years of secondary academic or vocational education, after which the students sit for the General Certificate of Secondary Education Exam (Tawjihi) exams","Sentiment(polarity=7.93016446160826e-18, subjectivity=0.2678571428571429)",7.93E-18,0.267857143,Jordan
"Jordan has 10 public universities, 19 private universities and 54 community colleges, of which 14 are public, 24 private and others affiliated with the Jordanian Armed Forces, the Civil Defense Department, the Ministry of Health and UNRWA","Sentiment(polarity=0.0, subjectivity=0.22083333333333333)",0,0.220833333,Jordan
"
","Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
Coordinates: 31°14′N 36°31′E﻿ / ﻿31,"Sentiment(polarity=0.0, subjectivity=0.0)",0,0,Jordan
